DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,LOCATION,Cross Street,LAT,LON
201840551,06/25/2023 12:00:00 AM,06/22/2023 12:00:00 AM,114,17,Devonshire,1447,2,520,VEHICLE - ATTEMPT STOLEN,8684 1025,19,F,K,888,"SCHOOL, PUBLIC",500,UNKNOWN WEAPON/OTHER WEAPON,JO,Juv Other,520,,8276 MAIN ST,FIGUEROA ST,34.06679,-117.929987
205550094,05/28/2021 12:00:00 AM,05/28/2021 12:00:00 AM,1086,6,Hollywood,837,2,900,SEX OFFENSES,2812 8544,33,M,H,345,SINGLE FAMILY DWELLING,0,UNKNOWN,IC,Invest Cont,900,930,442 HOOPER ST,,34.281195,-117.900324
220992460,10/20/2023 12:00:00 AM,10/20/2023 12:00:00 AM,1187,14,Pacific,340,2,930,CRIMINAL THREATS,9133 9132,81,M,A,439,"VEHICLE, PASSENGER/TRUCK",201,OTHER CUTTING INSTRUMENT,JA,Juv Arrest,930,624,7852 HOOPER ST,,34.232839,-118.192344
233989307,03/27/2024 12:00:00 AM,03/25/2024 12:00:00 AM,1294,2,Rampart,1531,2,520,VEHICLE - ATTEMPT STOLEN,1572 7898,65,M,O,371,PARK/PLAYGROUND,105,SHOTGUN,JA,Juv Arrest,520,,247 VERMONT ST,,33.762453,-118.400408
234640517,01/16/2024 12:00:00 AM,01/15/2024 12:00:00 AM,40,2,Rampart,1972,2,420,THEFT FROM MOTOR VEHICLE - GRAND,8770 8218,82,F,F,753,STREET,0,UNKNOWN,IC,Invest Cont,420,510,7357 FLORENCE ST,,34.364028,-118.295657
239876777,04/20/2024 12:00:00 AM,04/20/2024 12:00:00 AM,682,6,Hollywood,2053,2,625,OTHER ASSAULT,7082 4615,72,F,H,243,STREET,103,REVOLVER,AA,Adult Arrest,625,,4345 WESTERN ST,,34.101651,-118.462844
238622997,09/12/2023 12:00:00 AM,09/11/2023 12:00:00 AM,2108,8,West LA,1684,1,330,BURGLARY,2515 2166,14,F,X,319,SIDEWALK,103,REVOLVER,AA,Adult Arrest,330,930,8433 VERMONT ST,,34.03768,-118.321577
211847714,10/26/2023 12:00:00 AM,10/26/2023 12:00:00 AM,1615,16,Foothill,748,2,341,THEFT-GRAND,1275 2669,32,M,C,389,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,341,,7860 FLORENCE ST,MAIN ST,34.354369,-117.905363
221220002,09/12/2024 12:00:00 AM,09/11/2024 12:00:00 AM,40,10,West Valley,1130,2,625,OTHER ASSAULT,5088 7648,20,F,O,217,DRIVEWAY,0,UNKNOWN,IC,Invest Cont,625,900,1612 WESTERN ST,BROADWAY,33.587843,-118.075385
241674435,10/07/2020 12:00:00 AM,10/06/2020 12:00:00 AM,1338,1,Central,837,1,330,BURGLARY,2794 4888,62,M,F,296,SINGLE FAMILY DWELLING,100,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,330,420,2690 FLORENCE ST,,33.824109,-118.065511
214578210,07/10/2023 12:00:00 AM,07/10/2023 12:00:00 AM,700,17,Devonshire,2183,2,625,OTHER ASSAULT,3243 5089,33,F,H,598,GAS STATION,300,BLUNT INSTRUMENT,IC,Invest Cont,625,624,8336 MANCHESTER ST,FIGUEROA ST,34.301803,-118.748167
201226160,07/17/2020 12:00:00 AM,07/14/2020 12:00:00 AM,484,15,N Hollywood,805,2,420,THEFT FROM MOTOR VEHICLE - GRAND,2277 1510,16,F,X,594,ALLEY,300,BLUNT INSTRUMENT,JO,Juv Other,420,341,156 MAIN ST,,33.736323,-118.394389
234307440,07/09/2023 12:00:00 AM,07/09/2023 12:00:00 AM,128,8,West LA,296,2,930,CRIMINAL THREATS,9960 3688,42,F,C,313,OTHER BUSINESS,400,VEHICLE,JO,Juv Other,930,,8058 WESTERN ST,,34.044272,-118.311018
233314540,08/16/2023 12:00:00 AM,08/14/2023 12:00:00 AM,671,19,Mission,902,2,900,SEX OFFENSES,5814 1542,64,X,A,633,"SCHOOL, PUBLIC",300,BLUNT INSTRUMENT,AO,Adult Other,900,410,3542 FIGUEROA ST,BROADWAY,33.629348,-117.876203
208529952,03/21/2020 12:00:00 AM,03/19/2020 12:00:00 AM,1632,21,Topanga,1271,1,330,BURGLARY,3523 1109,72,F,H,611,DRIVEWAY,100,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,330,330,6195 MAIN ST,,33.984439,-118.563059
229553888,09/24/2021 12:00:00 AM,09/23/2021 12:00:00 AM,571,6,Hollywood,579,1,230,ASSAULT WITH DEADLY WEAPON,9150 4864,13,X,H,694,"SCHOOL, PUBLIC",0,UNKNOWN,AO,Adult Other,230,,2492 PICO ST,BROADWAY,33.689563,-118.138725
220650473,06/03/2024 12:00:00 AM,06/02/2024 12:00:00 AM,1878,20,Olympic,696,2,520,VEHICLE - ATTEMPT STOLEN,9399 1675,46,X,A,462,OTHER BUSINESS,105,SHOTGUN,IC,Invest Cont,520,,170 WESTERN ST,MAIN ST,34.343533,-118.6071
226900006,06/21/2022 12:00:00 AM,06/18/2022 12:00:00 AM,160,21,Topanga,1667,2,930,CRIMINAL THREATS,7374 7816,76,F,O,260,SIDEWALK,201,OTHER CUTTING INSTRUMENT,IC,Invest Cont,930,,4824 VENICE ST,,33.934363,-117.892233
207613960,03/09/2020 12:00:00 AM,03/06/2020 12:00:00 AM,1624,17,Devonshire,1468,1,410,THEFT FROM MOTOR VEHICLE,1935 2428,48,F,A,479,MULTI-UNIT DWELLING,300,BLUNT INSTRUMENT,JO,Juv Other,410,420,8637 VERMONT ST,VERMONT AVE,34.116176,-117.995304
220007595,04/01/2023 12:00:00 AM,04/01/2023 12:00:00 AM,1639,19,Mission,321,1,510,VEHICLE - STOLEN,1397 4127,41,F,H,885,"SCHOOL, PUBLIC",400,VEHICLE,IC,Invest Cont,510,,5771 VERMONT ST,,34.068039,-118.143609
212524444,01/17/2022 12:00:00 AM,01/16/2022 12:00:00 AM,1187,17,Devonshire,1414,2,420,THEFT FROM MOTOR VEHICLE - GRAND,3068 1809,38,M,B,761,PARK/PLAYGROUND,201,OTHER CUTTING INSTRUMENT,IC,Invest Cont,420,,6356 MAIN ST,,34.172373,-118.248114
209912038,02/08/2024 12:00:00 AM,02/07/2024 12:00:00 AM,2264,17,Devonshire,699,2,745,VANDALISM - FELONY,2179 8576,42,X,B,532,DRIVEWAY,101,HAND GUN,JO,Juv Other,745,624,6121 WESTERN ST,,33.910489,-118.15886
218271350,09/26/2020 12:00:00 AM,09/26/2020 12:00:00 AM,250,9,Van Nuys,1417,2,625,OTHER ASSAULT,4363 5712,69,F,H,454,GAS STATION,100,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,625,624,9552 BROADWAY ST,FIGUEROA ST,33.579662,-118.391615
232039901,07/03/2020 12:00:00 AM,07/01/2020 12:00:00 AM,74,13,Newton,1121,1,230,ASSAULT WITH DEADLY WEAPON,7266 1595,19,M,C,515,"SCHOOL, PUBLIC",101,HAND GUN,AA,Adult Arrest,230,,6336 PICO ST,,34.012248,-117.963631
232899319,08/27/2021 12:00:00 AM,08/25/2021 12:00:00 AM,2229,17,Devonshire,1796,2,520,VEHICLE - ATTEMPT STOLEN,5389 5217,61,F,C,101,"VEHICLE, PASSENGER/TRUCK",102,SEMI-AUTOMATIC PISTOL,JA,Juv Arrest,520,624,121 FLORENCE ST,FIGUEROA ST,33.8411,-118.45667
220459630,10/31/2021 12:00:00 AM,10/30/2021 12:00:00 AM,733,13,Newton,1027,1,110,CRIMINAL HOMICIDE,6343 1527,27,M,O,704,OTHER BUSINESS,400,VEHICLE,AO,Adult Other,110,,1188 FIGUEROA ST,,34.487842,-118.743835
228842177,03/10/2024 12:00:00 AM,03/10/2024 12:00:00 AM,1108,8,West LA,245,2,220,ATTEMPTED ROBBERY,9879 6544,58,F,H,218,RESTAURANT/FAST FOOD,104,RIFLE,JO,Juv Other,220,,3596 MAIN ST,,34.419123,-118.627591
205439969,04/30/2022 12:00:00 AM,04/27/2022 12:00:00 AM,2189,3,Southwest,1690,1,310,BURGLARY,4023 9025,23,M,H,737,GAS STATION,101,HAND GUN,IC,Invest Cont,310,,3015 MAIN ST,FIGUEROA ST,33.644261,-118.677705
213353197,12/25/2020 12:00:00 AM,12/23/2020 12:00:00 AM,1034,15,N Hollywood,2080,2,740,VANDALISM,4139 2734,2,F,B,450,SIDEWALK,101,HAND GUN,AA,Adult Arrest,740,,8788 WESTERN ST,,33.764133,-117.89064
207463384,02/15/2021 12:00:00 AM,02/15/2021 12:00:00 AM,1468,8,West LA,2108,1,230,ASSAULT WITH DEADLY WEAPON,8354 6993,33,M,W,648,MULTI-UNIT DWELLING,300,BLUNT INSTRUMENT,IC,Invest Cont,230,,4893 WESTERN ST,VERMONT AVE,33.576269,-118.626153
202306449,09/27/2020 12:00:00 AM,09/24/2020 12:00:00 AM,2130,20,Olympic,1062,2,740,VANDALISM,2492 7997,14,F,A,319,OTHER BUSINESS,104,RIFLE,AA,Adult Arrest,740,930,2056 WESTERN ST,,34.186854,-117.95695
203642114,05/29/2024 12:00:00 AM,05/28/2024 12:00:00 AM,427,18,Southeast,835,2,520,VEHICLE - ATTEMPT STOLEN,1374 8975,55,M,W,568,"VEHICLE, PASSENGER/TRUCK",102,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,520,330,407 MAIN ST,,33.886125,-117.790766
239032199,01/09/2023 12:00:00 AM,01/06/2023 12:00:00 AM,907,7,Wilshire,506,1,410,THEFT FROM MOTOR VEHICLE,7474 7897,64,F,K,314,RESTAURANT/FAST FOOD,200,KNIFE OR CUTTING INSTRUMENT,AO,Adult Other,410,510,2507 WESTERN ST,,34.200105,-117.82387
231646478,11/29/2024 12:00:00 AM,11/28/2024 12:00:00 AM,2,11,Northeast,2183,2,625,OTHER ASSAULT,5206 7762,75,M,F,176,STREET,100,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,625,,4278 PICO ST,BROADWAY,34.320044,-118.735022
230814346,01/19/2022 12:00:00 AM,01/19/2022 12:00:00 AM,2278,2,Rampart,2134,1,210,ROBBERY,7360 2197,25,M,O,390,PARKING LOT,103,REVOLVER,JA,Juv Arrest,210,,9346 MANCHESTER ST,BROADWAY,33.896351,-118.093516
228248631,12/23/2022 12:00:00 AM,12/21/2022 12:00:00 AM,2210,17,Devonshire,1198,2,420,THEFT FROM MOTOR VEHICLE - GRAND,5281 4906,77,M,K,603,PARK/PLAYGROUND,101,HAND GUN,IC,Invest Cont,420,,9281 MANCHESTER ST,,34.021146,-118.350486
224199650,10/24/2022 12:00:00 AM,10/22/2022 12:00:00 AM,2347,7,Wilshire,1641,1,110,CRIMINAL HOMICIDE,3888 3508,34,X,X,805,OTHER BUSINESS,104,RIFLE,JA,Juv Arrest,110,,5273 VENICE ST,,34.016371,-118.015055
203892520,07/12/2021 12:00:00 AM,07/12/2021 12:00:00 AM,2275,14,Pacific,254,1,210,ROBBERY,3264 4100,21,F,C,822,SIDEWALK,103,REVOLVER,AO,Adult Other,210,510,6556 PICO ST,,33.723183,-118.436077
230335304,08/27/2024 12:00:00 AM,08/27/2024 12:00:00 AM,778,17,Devonshire,2069,1,110,CRIMINAL HOMICIDE,8371 4903,34,M,A,217,PARK/PLAYGROUND,0,UNKNOWN,JO,Juv Other,110,,4205 WESTERN ST,MAIN ST,33.673502,-118.708338
231463247,12/02/2020 12:00:00 AM,12/01/2020 12:00:00 AM,168,11,Northeast,502,2,624,BATTERY - SIMPLE ASSAULT,2189 8610,15,X,X,679,GAS STATION,105,SHOTGUN,JO,Juv Other,624,900,8068 HOOPER ST,,33.757164,-118.260474
221065962,06/10/2021 12:00:00 AM,06/07/2021 12:00:00 AM,1351,13,Newton,1761,2,520,VEHICLE - ATTEMPT STOLEN,8473 7548,67,M,A,227,SINGLE FAMILY DWELLING,100,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JA,Juv Arrest,520,,1873 BROADWAY ST,,33.963185,-117.900239
224207959,08/15/2024 12:00:00 AM,08/13/2024 12:00:00 AM,1976,9,Van Nuys,1016,2,350,"THEFT, PERSON",5767 4333,40,F,B,168,ALLEY,200,KNIFE OR CUTTING INSTRUMENT,IC,Invest Cont,350,900,9369 FLORENCE ST,VERMONT AVE,33.798303,-117.955635
204051331,09/13/2022 12:00:00 AM,09/10/2022 12:00:00 AM,1249,11,Northeast,105,1,310,BURGLARY,8751 8154,2,M,F,291,MULTI-UNIT DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,310,,7524 PICO ST,MAIN ST,34.083654,-118.64685
211826857,07/09/2024 12:00:00 AM,07/09/2024 12:00:00 AM,2215,6,Hollywood,737,1,110,CRIMINAL HOMICIDE,7361 2908,37,M,F,652,RESTAURANT/FAST FOOD,105,SHOTGUN,AO,Adult Other,110,,3843 PICO ST,MAIN ST,34.14071,-118.554536
236557171,08/27/2021 12:00:00 AM,08/26/2021 12:00:00 AM,2257,13,Newton,2091,2,320,BURGLARY FROM VEHICLE,1724 4915,67,F,W,211,DRIVEWAY,104,RIFLE,AO,Adult Other,320,930,8447 VENICE ST,BROADWAY,34.129017,-118.632871
241993253,03/08/2024 12:00:00 AM,03/06/2024 12:00:00 AM,970,1,Central,1917,2,625,OTHER ASSAULT,5858 7516,75,F,B,570,MULTI-UNIT DWELLING,201,OTHER CUTTING INSTRUMENT,JA,Juv Arrest,625,740,7801 PICO ST,,33.682906,-118.452668
210558020,11/17/2024 12:00:00 AM,11/17/2024 12:00:00 AM,1940,2,Rampart,964,1,410,THEFT FROM MOTOR VEHICLE,5059 5558,7,F,X,883,DRIVEWAY,400,VEHICLE,AA,Adult Arrest,410,520,2760 VERMONT ST,,33.67282,-118.084781
204554143,11/24/2021 12:00:00 AM,11/22/2021 12:00:00 AM,1072,21,Topanga,1346,2,341,THEFT-GRAND,7706 8038,1,M,K,533,ALLEY,102,SEMI-AUTOMATIC PISTOL,JO,Juv Other,341,,3700 HOOPER ST,VERMONT AVE,34.367833,-118.160735
241498050,07/05/2024 12:00:00 AM,07/02/2024 12:00:00 AM,434,17,Devonshire,1211,1,330,BURGLARY,2528 4788,49,F,F,240,GAS STATION,101,HAND GUN,JA,Juv Arrest,330,,807 MANCHESTER ST,,33.885083,-117.877155
206819130,08/23/2020 12:00:00 AM,08/22/2020 12:00:00 AM,2266,11,Northeast,634,1,410,THEFT FROM MOTOR VEHICLE,6698 9880,2,M,O,870,GAS STATION,300,BLUNT INSTRUMENT,AO,Adult Other,410,,7676 FLORENCE ST,,34.122443,-118.377418
203525120,08/17/2022 12:00:00 AM,08/15/2022 12:00:00 AM,1423,4,Hollenbeck,1217,2,350,"THEFT, PERSON",1218 4220,50,M,F,504,SIDEWALK,100,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,350,,6517 MANCHESTER ST,,34.256751,-117.84129
223542428,06/03/2020 12:00:00 AM,06/02/2020 12:00:00 AM,1703,16,Foothill,1755,2,740,VANDALISM,9167 9149,63,M,F,542,RESTAURANT/FAST FOOD,102,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,740,,6227 MAIN ST,BROADWAY,33.746747,-118.53449
207127918,10/15/2020 12:00:00 AM,10/13/2020 12:00:00 AM,968,15,N Hollywood,1063,2,520,VEHICLE - ATTEMPT STOLEN,6322 4588,1,M,W,855,PARKING LOT,400,VEHICLE,AO,Adult Other,520,,1149 MANCHESTER ST,VERMONT AVE,34.046327,-118.41562
213031355,03/24/2024 12:00:00 AM,03/21/2024 12:00:00 AM,59,10,West Valley,1371,1,330,BURGLARY,4907 2399,67,F,A,704,GAS STATION,105,SHOTGUN,AO,Adult Other,330,,7360 VENICE ST,MAIN ST,33.998163,-118.595205
212362832,04/07/2021 12:00:00 AM,04/07/2021 12:00:00 AM,611,6,Hollywood,1524,2,624,BATTERY - SIMPLE ASSAULT,8645 1259,63,F,O,581,STREET,300,BLUNT INSTRUMENT,JO,Juv Other,624,,5729 FIGUEROA ST,,33.860139,-118.167961
231255565,10/27/2024 12:00:00 AM,10/25/2024 12:00:00 AM,1831,1,Central,916,2,350,"THEFT, PERSON",4481 7791,51,F,X,259,ALLEY,102,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,350,,1005 MAIN ST,,34.101768,-118.11663
240259560,10/17/2023 12:00:00 AM,10/17/2023 12:00:00 AM,1517,13,Newton,631,2,350,"THEFT, PERSON",2230 7396,16,F,B,761,STREET,105,SHOTGUN,AO,Adult Other,350,,2698 FIGUEROA ST,,34.251675,-118.333305
219134340,01/23/2024 12:00:00 AM,01/20/2024 12:00:00 AM,52,12,77th Street,1223,1,410,THEFT FROM MOTOR VEHICLE,9037 9679,34,F,O,341,OTHER BUSINESS,0,UNKNOWN,JO,Juv Other,410,520,8715 VERMONT ST,,33.534694,-117.996149
234495668,10/13/2023 12:00:00 AM,10/10/2023 12:00:00 AM,193,5,Harbor,1112,2,341,THEFT-GRAND,2352 8276,3,F,F,304,PARKING LOT,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,341,,3128 VERMONT ST,,33.72191,-118.599889
219489307,03/24/2022 12:00:00 AM,03/23/2022 12:00:00 AM,2,6,Hollywood,261,2,341,THEFT-GRAND,7704 7728,65,M,A,321,PARK/PLAYGROUND,103,REVOLVER,IC,Invest Cont,341,,3223 MANCHESTER ST,,34.347088,-118.00996
222425122,09/28/2024 12:00:00 AM,09/28/2024 12:00:00 AM,871,17,Devonshire,1628,2,341,THEFT-GRAND,5215 8676,16,F,H,801,SIDEWALK,103,REVOLVER,AO,Adult Other,341,,4467 VERMONT ST,,34.156595,-118.461762
207162013,07/05/2024 12:00:00 AM,07/04/2024 12:00:00 AM,188,7,Wilshire,2167,1,110,CRIMINAL HOMICIDE,2702 6161,71,F,W,813,SINGLE FAMILY DWELLING,201,OTHER CUTTING INSTRUMENT,AO,Adult Other,110,,8416 FIGUEROA ST,,34.193227,-117.824253
233163390,02/15/2023 12:00:00 AM,02/15/2023 12:00:00 AM,1412,21,Topanga,1960,1,230,ASSAULT WITH DEADLY WEAPON,8790 2143,27,M,C,544,SIDEWALK,100,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230,,4569 WESTERN ST,,34.273375,-117.950442
230403437,01/19/2022 12:00:00 AM,01/19/2022 12:00:00 AM,1598,16,Foothill,1312,2,930,CRIMINAL THREATS,5238 4700,27,F,X,326,"SCHOOL, PUBLIC",100,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,930,,8006 WESTERN ST,,33.858003,-118.222165
209559165,07/03/2020 12:00:00 AM,07/01/2020 12:00:00 AM,1651,3,Southwest,2041,2,220,ATTEMPTED ROBBERY,2823 4068,80,M,A,738,DRIVEWAY,400,VEHICLE,JO,Juv Other,220,,2788 HOOPER ST,,33.618367,-118.521032
218405752,06/07/2024 12:00:00 AM,06/06/2024 12:00:00 AM,417,19,Mission,1232,1,121,RAPE FORCIBLE,6360 9543,6,X,A,276,SINGLE FAMILY DWELLING,102,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,121,,4944 MANCHESTER ST,VERMONT AVE,33.514151,-118.632013
200351867,03/19/2022 12:00:00 AM,03/16/2022 12:00:00 AM,1457,2,Rampart,1039,2,420,THEFT FROM MOTOR VEHICLE - GRAND,3028 3691,3,F,H,106,"SCHOOL, PUBLIC",102,SEMI-AUTOMATIC PISTOL,JO,Juv Other,420,,845 PICO ST,FIGUEROA ST,33.893236,-118.565046
236030287,01/29/2020 12:00:00 AM,01/28/2020 12:00:00 AM,832,21,Topanga,1679,1,410,THEFT FROM MOTOR VEHICLE,3214 3561,73,M,O,312,"SCHOOL, PUBLIC",102,SEMI-AUTOMATIC PISTOL,JA,Juv Arrest,410,,2896 FIGUEROA ST,,33.572748,-118.246319
230344897,06/25/2021 12:00:00 AM,06/25/2021 12:00:00 AM,70,20,Olympic,1238,2,930,CRIMINAL THREATS,4830 2229,23,M,F,658,STREET,0,UNKNOWN,AO,Adult Other,930,320,706 PICO ST,BROADWAY,33.737584,-117.942815
228680172,01/03/2023 12:00:00 AM,01/03/2023 12:00:00 AM,1464,11,Northeast,1211,1,230,ASSAULT WITH DEADLY WEAPON,2237 1745,60,M,C,770,MULTI-UNIT DWELLING,400,VEHICLE,JA,Juv Arrest,230,,5068 WESTERN ST,MAIN ST,34.072439,-118.095198
233483507,09/10/2020 12:00:00 AM,09/09/2020 12:00:00 AM,1586,17,Devonshire,793,2,745,VANDALISM - FELONY,3332 7968,27,M,W,380,PARKING LOT,400,VEHICLE,JA,Juv Arrest,745,121,118 WESTERN ST,,33.786389,-117.880525
227761509,07/20/2022 12:00:00 AM,07/18/2022 12:00:00 AM,1199,19,Mission,1364,1,110,CRIMINAL HOMICIDE,6945 5503,29,F,O,580,OTHER BUSINESS,102,SEMI-AUTOMATIC PISTOL,JO,Juv Other,110,110,9276 HOOPER ST,,34.182748,-117.854547
227848011,01/24/2022 12:00:00 AM,01/21/2022 12:00:00 AM,397,21,Topanga,2184,2,350,"THEFT, PERSON",8748 1694,66,F,K,601,SIDEWALK,300,BLUNT INSTRUMENT,JA,Juv Arrest,350,,8117 HOOPER ST,,34.07822,-117.789099
204516813,10/09/2023 12:00:00 AM,10/07/2023 12:00:00 AM,2285,6,Hollywood,1706,1,121,RAPE FORCIBLE,3339 9164,41,X,F,319,OTHER BUSINESS,0,UNKNOWN,AO,Adult Other,121,210,4740 VERMONT ST,,34.307639,-118.397931
237429902,03/13/2024 12:00:00 AM,03/12/2024 12:00:00 AM,1069,15,N Hollywood,2018,2,625,OTHER ASSAULT,7880 8628,19,M,F,701,SIDEWALK,105,SHOTGUN,AO,Adult Other,625,,3015 MANCHESTER ST,,33.808122,-118.047615
200267950,10/08/2023 12:00:00 AM,10/07/2023 12:00:00 AM,2315,19,Mission,236,2,420,THEFT FROM MOTOR VEHICLE - GRAND,9321 3430,71,X,W,551,ALLEY,100,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,420,,7234 VERMONT ST,,33.745279,-118.367741
225118482,06/20/2021 12:00:00 AM,06/17/2021 12:00:00 AM,784,13,Newton,1895,2,220,ATTEMPTED ROBBERY,4648 5819,76,X,O,108,SIDEWALK,104,RIFLE,JA,Juv Arrest,220,,1926 HOOPER ST,BROADWAY,33.501638,-118.376434
226244031,04/12/2023 12:00:00 AM,04/11/2023 12:00:00 AM,1795,15,N Hollywood,1790,2,350,"THEFT, PERSON",8555 7871,22,F,O,486,RESTAURANT/FAST FOOD,104,RIFLE,AA,Adult Arrest,350,930,3463 MAIN ST,,33.676935,-117.866967
215766354,02/19/2022 12:00:00 AM,02/19/2022 12:00:00 AM,2217,16,Foothill,229,1,121,RAPE FORCIBLE,4819 1208,40,F,A,788,GAS STATION,102,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,121,,7641 PICO ST,BROADWAY,34.348469,-117.951146
221627054,08/11/2024 12:00:00 AM,08/10/2024 12:00:00 AM,1205,13,Newton,730,2,520,VEHICLE - ATTEMPT STOLEN,5205 2369,63,X,W,756,"VEHICLE, PASSENGER/TRUCK",201,OTHER CUTTING INSTRUMENT,AA,Adult Arrest,520,,4840 VERMONT ST,,34.413078,-117.84255
232636071,07/31/2023 12:00:00 AM,07/28/2023 12:00:00 AM,1769,18,Southeast,630,1,330,BURGLARY,3147 4520,3,F,H,242,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,1323 PICO ST,,33.961424,-118.620281
227834143,01/30/2022 12:00:00 AM,01/28/2022 12:00:00 AM,1838,2,Rampart,704,1,410,THEFT FROM MOTOR VEHICLE,4740 6618,18,F,O,431,ALLEY,103,REVOLVER,JA,Juv Arrest,410,745,6057 BROADWAY ST,MAIN ST,33.635867,-118.659749
238437803,08/09/2020 12:00:00 AM,08/08/2020 12:00:00 AM,2332,8,West LA,2041,2,900,SEX OFFENSES,8544 1062,51,M,X,371,"VEHICLE, PASSENGER/TRUCK",104,RIFLE,IC,Invest Cont,900,,3853 WESTERN ST,,34.45496,-118.333396
210369831,10/14/2023 12:00:00 AM,10/12/2023 12:00:00 AM,212,13,Newton,195,1,210,ROBBERY,4037 4544,63,X,H,235,PARKING LOT,0,UNKNOWN,JA,Juv Arrest,210,,8638 FIGUEROA ST,,34.271061,-117.999025
201994375,04/23/2021 12:00:00 AM,04/21/2021 12:00:00 AM,2058,3,Southwest,409,1,110,CRIMINAL HOMICIDE,3846 3234,20,M,C,664,SINGLE FAMILY DWELLING,105,SHOTGUN,JO,Juv Other,110,,7984 FIGUEROA ST,,33.597878,-118.538167
226413758,08/23/2022 12:00:00 AM,08/23/2022 12:00:00 AM,1965,14,Pacific,1176,1,410,THEFT FROM MOTOR VEHICLE,7459 4846,8,M,X,218,RESTAURANT/FAST FOOD,101,HAND GUN,AO,Adult Other,410,,4808 VENICE ST,,34.144025,-118.141329
209589241,02/21/2020 12:00:00 AM,02/18/2020 12:00:00 AM,79,2,Rampart,1082,1,510,VEHICLE - STOLEN,6597 8625,69,M,X,852,PARK/PLAYGROUND,103,REVOLVER,IC,Invest Cont,510,,7498 VERMONT ST,,34.218496,-118.387113
220116457,06/22/2023 12:00:00 AM,06/20/2023 12:00:00 AM,484,14,Pacific,631,2,625,OTHER ASSAULT,5782 8252,21,X,C,828,SINGLE FAMILY DWELLING,101,HAND GUN,JA,Juv Arrest,625,,7490 MANCHESTER ST,BROADWAY,34.027024,-118.137137
224105563,12/15/2024 12:00:00 AM,12/15/2024 12:00:00 AM,2174,16,Foothill,2188,2,740,VANDALISM,7759 6997,45,F,F,458,DRIVEWAY,101,HAND GUN,JA,Juv Arrest,740,,5513 VERMONT ST,VERMONT AVE,33.662485,-118.357103
235534791,02/23/2023 12:00:00 AM,02/22/2023 12:00:00 AM,1933,5,Harbor,1711,2,341,THEFT-GRAND,3918 9337,62,F,O,140,SINGLE FAMILY DWELLING,201,OTHER CUTTING INSTRUMENT,AO,Adult Other,341,,7098 VENICE ST,,34.282649,-118.116282
202575149,11/02/2021 12:00:00 AM,10/31/2021 12:00:00 AM,663,6,Hollywood,2094,2,220,ATTEMPTED ROBBERY,9327 7008,9,F,B,689,OTHER BUSINESS,100,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,220,,4306 VERMONT ST,MAIN ST,33.712155,-117.793358
238269726,06/03/2023 12:00:00 AM,06/01/2023 12:00:00 AM,1697,20,Olympic,1366,2,350,"THEFT, PERSON",7947 4079,46,M,A,603,SIDEWALK,104,RIFLE,AA,Adult Arrest,350,341,5762 FLORENCE ST,MAIN ST,34.207892,-117.843276
233360528,03/29/2021 12:00:00 AM,03/28/2021 12:00:00 AM,143,12,77th Street,583,2,900,SEX OFFENSES,1838 5736,57,M,O,359,GAS STATION,0,UNKNOWN,IC,Invest Cont,900,410,831 VENICE ST,,34.354376,-118.239712
221232780,08/19/2023 12:00:00 AM,08/18/2023 12:00:00 AM,127,19,Mission,293,2,520,VEHICLE - ATTEMPT STOLEN,7153 3890,62,F,H,818,MULTI-UNIT DWELLING,0,UNKNOWN,AA,Adult Arrest,520,,6806 VENICE ST,VERMONT AVE,34.206107,-117.814483
